gene 2h 6h 16h 24h 48h 72h
DKFZP434N161 108.647184517 81.3674604651 76.3839401376 149.342113871 123.502036887 84.8050570801
I_929363 92.2069642234 79.3658547984 41.1929356533 60.4531876588 72.1919813871 74.3056653657
RAP1B 79.8229493181 67.0465379308 51.3415041064 88.1205537449 90.5341380264 67.2995284779
I_929363 84.7020401427 77.9270945654 39.9979159794 60.6610264821 74.3605500437 70.6436267476
TPT 98.6542401984 125.232241394 66.234914342 79.0215045364 83.1706847507 54.3135091991
CGI-58 115.585554832 78.8511049539 63.977017006 94.2695411496 96.0902646237 80.5017411315
PRB1 115.265747917 87.8879547929 103.322753487 70.4628016185 108.652237683 105.733020294
DCTN4 89.5840780362 65.147948168 75.7659978896 116.906959223 98.1207547951 102.284572149
RFC1 72.9423460986 50.1648485207 49.8350112069 95.915327971 71.3774796693 59.350746254
EIF3S10 132.395790257 70.7356960355 71.1110841162 90.7565013808 95.9794358309 82.2949444661
H1F5 120.602793542 114.662528394 138.06466646 59.9170023656 82.5642451582 221.337172332
GPI 145.026522406 86.1703016299 95.4641475887 94.5749959758 125.006845632 112.42040076
AD024 67.9989292427 37.4312892212 24.8835288768 45.704265186 34.0557354897 15.1092984351
FLJ20432 76.5599841893 183.98589634 145.267878416 139.551439098 129.920004986 94.4282609418
SPOCK 69.1719813295 79.2277113596 96.2135651491 66.0685050525 40.3707768834 27.0616126168
CCNA2 60.9460784359 48.6060067568 39.117304597 48.0498933848 26.9443631486 18.2883946829
TK1 85.636140199 79.8516384363 77.5130818995 65.2778747318 55.3024409525 36.1560258664
RIP60 130.203224908 171.705360286 198.356117731 145.800344045 111.67461725 65.1223423879
IARS 129.130692395 109.476356496 72.8553485872 59.1944564432 98.7730160703 76.4651365678
I_1201842 67.379604296 63.6330003234 75.8148472342 129.896981469 62.0854437513 83.9992362743
ELOVL4 114.782622506 206.664363674 187.658364899 244.202866152 185.167574615 148.654729314
FLOT2 138.249130132 98.9170984039 111.354590558 113.219479317 145.585392892 200.292538581
CYP1B1 99.4693243354 121.912679422 91.5713672706 97.0607061261 60.8512926831 64.626030619
I_929363 86.6246621721 83.2979668152 41.9651485836 59.3666430171 77.8220974901 74.3446693396
KIAA1012 90.4079649552 45.9404741847 38.4278313169 81.5126331295 85.3033432755 66.682052276
DKFZP586N0721 72.2835843257 37.9036065157 47.272872607 84.3787133569 144.169955455 91.2036579157
DDA3 66.7952460499 35.7627246689 47.2274610058 44.2868570569 34.8690607351 28.1267099486
CSDA 170.443219035 132.239742271 109.413892528 117.028220409 175.607296471 192.964677771
DDX20 63.7377896427 151.235887153 102.991156399 128.042134735 126.770882356 93.2966803739
GALR3 136.589968833 93.1129766188 128.718077356 99.47743606 110.036721966 141.309149258
SUPT5H 146.71723677 98.3314572786 129.745921061 198.355968967 212.9827524 162.731041697
FLJ20641 54.848067912 64.789988507 30.0300628827 33.9802650531 35.9935500337 17.0914574599
ATR 79.1505919436 64.4309979294 38.6669925061 77.8099144186 87.634415155 64.3423539174
KIAA0125 76.5969282852 74.3366893991 66.8845774897 114.04874854 111.614427669 101.942314239
DDX18 83.8963820328 79.9510701772 109.492228092 109.652311293 106.083667283 77.9892547888
LKAP 98.7835953885 83.7069768877 120.60867421 130.486918518 150.847221992 130.535045184
BBS4 78.5843733771 102.323118146 83.714017831 185.212208394 161.728202174 112.813377124
ZNF45 66.0576669052 81.7732803157 96.0868529253 140.888726005 85.8679728203 66.9139634669
EIF2S2 93.5898456315 124.614951276 78.6957109142 121.865911436 105.676418143 86.4317698813
GAMT 152.869657265 134.828323451 162.344125617 142.366844563 197.125042082 215.092765872
I_1000023 90.3432209936 48.0848748113 46.6052225019 117.479432446 122.748707538 97.3136625871
I_930542 77.237229294 143.713184974 125.995426729 132.876293048 140.412150599 113.286816931
FLJ21908 69.5539111175 81.7552220688 65.5429460831 124.796142881 120.608024559 80.0203559906
PFKP 82.8988619844 60.7647702468 40.8118228 46.9438254203 53.2441698744 37.1561948084
EGLN1 51.3842353673 35.1636700924 37.3818146606 79.3935038583 58.0957108541 52.4927670713
KIAA0872 103.357269111 150.781699904 148.047302799 100.890844519 79.4302775186 91.9061848231
KIAA0916 113.622388511 63.9441687603 51.8535649741 50.8643805678 63.3788051212 60.0095532227
DDX18 84.2169330748 85.2914211118 60.6576698773 111.43434292 103.354756378 85.8464797554
I_957301 41.0554884547 114.490074577 57.8214312779 92.3581722592 59.0459975684 37.3844222114
C12orf5 78.8810578224 127.95580403 173.508645685 177.181789217 222.815505218 189.048122695
YWHAQ 95.1591460954 84.74728833 48.7591975755 56.1306389077 64.0907340645 57.2015928767
C15orf12 86.3933608111 178.948306166 113.129358066 115.068872894 106.782141912 93.339795656
I_965004 90.8536391501 106.349453374 78.8700943147 71.1998836129 61.2596812775 50.9356264466
MGC2396 66.7476574716 119.897929062 115.497785952 134.118154172 85.7547465384 90.9726250261
FLJ20641 57.9659686769 67.6636877523 30.8792035805 33.1295071618 39.2648509845 17.0734795906
RRAS2 59.4108585386 26.1793595892 31.2993760376 68.1943478751 94.7636069847 65.2222829874
CA7 59.7892591228 111.844510077 173.005299238 69.1013601905 104.606969632 181.78357347
FLJ10986 95.0796537128 99.3501335561 62.3835594177 46.4887270574 56.7756350875 39.5666137283
I_931867 65.2982201718 111.635446531 153.328188977 69.7670873453 86.9436075682 162.883713935
GOLPH3 84.5794080819 41.9782477433 53.3954439478 108.550832625 130.511022783 102.655709684
DDX18 80.9182551871 78.854504485 63.1344983375 110.173843144 100.854254234 75.955994193
I_1000683 53.3842186852 111.799558892 183.681187603 67.4590769945 122.157027504 177.36896251
MGC17528 103.41272743 84.6077471742 71.6864873629 65.793461712 126.266047272 120.169904504
EFG2 64.8679529836 95.7472910513 70.7645475406 127.911614386 117.520820372 90.5176336707
RAD50 87.3795688295 56.9655579305 37.3220716311 85.1392079557 104.885494046 95.3588857235
PISD 114.438047322 167.550622896 142.278513147 154.065768976 114.285005698 101.025144145
KLF4 335.680407409 231.589783699 98.1338833736 136.968722017 124.954838714 132.351949279
IF2 120.406390805 79.6003816496 53.5754503419 102.117939786 90.975930493 68.7525366795
ACTN3 165.622985852 92.0213574131 68.7874211057 50.0490466664 87.6703132559 103.27759511
KIAA1404 102.765405453 108.966826686 171.19380455 174.579725267 148.240607217 173.677438442
SQRDL 111.833725283 93.0811317934 54.8236719669 105.218803674 116.037783402 99.1647551271
C20orf97 253.750245837 136.724688101 336.02717534 188.35879352 216.363986281 268.690374777
LOC154467 114.017265931 116.625036937 108.587313072 76.2570571001 91.5917029228 110.587126766
I_950244 63.4826219281 186.439633892 103.873590741 105.325266698 98.8865496529 49.4933771472
FLJ20641 55.7157111335 66.8121071483 31.3583078657 33.2073573389 38.4377642592 16.2748660785
I_964569 73.3806093074 72.2916572978 71.1417834589 143.574038183 162.123154061 137.992095545
I_964209 106.227212028 140.170037563 152.237992751 192.252637693 146.754194321 144.987607772
ELL 122.064272695 100.904491243 107.967678883 87.4165137867 80.2072622259 120.028180837
PTTG1 78.1614205492 106.29055114 77.9997496184 56.2647964273 62.7841519329 42.7353044673
CTBP2 68.3078071991 33.6895994533 25.4995734962 51.4594031059 43.609316017 37.1052563148
ANGPT1 62.6598621963 73.9760105184 47.0816532522 78.4408357523 64.9967070337 46.8539885224
I_933050 153.125739773 168.671014379 233.804773483 313.625000079 232.626531771 223.338396087
MGC12981 76.2560364313 141.99731221 140.986616328 191.562046712 142.325633572 97.4978119287
MBIP 58.1651069143 120.076366674 102.330055766 148.746198294 82.1558956324 81.2533922775
SERPINB2 71.4238202196 180.058398623 90.3534736594 92.9238384118 195.072740694 197.599169451
CRYZ 49.3065875429 100.438744018 56.2289392486 96.3888994953 83.9162216055 62.643381771
HMG17 103.207167065 105.859678091 68.0957816004 85.3648001634 41.8351978177 41.3788445068
EED 72.9144888844 76.494862299 80.5491626185 139.782090105 115.445270599 79.7228977501
FLJ22282 92.8174994361 132.784553014 88.6797651719 83.8461877434 61.2000436495 55.1252018325
VRP 57.6707201122 23.2103065772 32.3204512077 70.4488767875 61.5074249537 38.3646235036
KIAA0663 52.3197142671 50.1002391099 54.3503594966 103.870207027 75.7796579491 46.2652064259
PHYH 126.153436956 172.060013133 152.991963318 210.520027296 194.088342195 247.269978822
DGKA 128.279371813 105.060090838 128.764832518 155.401164863 181.716167431 208.555347012
LOC51706 123.087515431 129.591110163 149.995421584 230.184968673 143.543961937 128.080952864
MGC13045 118.008500181 81.41494447 86.572215645 118.084115534 133.797281173 132.319030312
FLJ11159 85.8264800904 213.128058541 140.579861336 152.720596417 133.210993077 113.562847179
TPST1 64.867404212 31.4471319468 33.580259006 64.184313404 54.8576389257 32.6813561476
STCH 74.1836363483 132.052141043 116.724100021 149.715061665 90.5554706362 81.1900495359
KRT17 116.207706698 109.212432894 109.034750418 118.323250264 137.749208961 233.101945105
UNG2 137.29974433 233.89552279 238.517047255 327.373217198 214.224555566 193.188636866
FLJ21127 62.6017123512 117.337626935 101.744720608 140.617031124 89.0972005602 79.8198024296
SH3BGRL3 147.943120258 90.3590684773 138.114965611 101.867949516 135.591435318 152.218398329
AD24 71.2828264646 46.0038921701 50.9940143724 101.391614183 100.825690569 65.5550969333
ZNF22 42.901499529 148.934905153 70.7379462165 71.3019261862 72.9482624397 38.3899651331
I_1109328 83.5580868569 189.437882893 167.02066982 155.122621647 114.092415101 97.238202248
MGC5242 84.0928914684 72.7482737648 92.0642234573 114.755431692 108.090676131 90.7527309656
ATF2 55.4192940306 21.1659369971 26.9112079299 80.1013403044 80.4076401716 50.2551894628
KIAA0062 123.806094101 77.5760180044 52.354297076 66.9401960309 67.4421354124 49.5768554675
NMA 146.484325006 155.803575192 132.672986042 189.389120598 100.887831954 82.3199781264
I_930830 82.6228472157 95.5553641146 128.878724052 99.9095539591 109.038024166 134.980383428
I_960630 88.6101955545 51.6362576184 33.6967131547 58.89694577 59.4359140234 50.4064409983
C20orf36 66.8312562784 107.734391606 96.2775300628 145.694002195 116.541195557 99.8130948774
I_1214503 146.170441515 96.4095939663 96.9568030619 77.6676341227 89.0010598304 97.1986124481
UPF3B 64.9804368161 110.927659553 130.005097731 173.941212147 63.4524940257 71.3324391893
DDIT3 86.4453580439 390.428905734 301.67954632 254.555233353 229.920275563 260.947374414
CLK2 80.1676812056 136.222615351 121.565535774 159.108450334 92.4244351147 75.9390358922
I_928641 93.0952278583 216.056382939 215.58784572 243.705342987 176.376646422 161.340169645
RAB27B 125.545270509 71.0211822298 65.8851227931 61.9174585382 100.908667266 105.922565316
KIAA0391 118.540490726 56.7328315424 33.0424615568 58.3633936079 70.4091658534 61.9298528835
I_965552 97.0734702196 67.1127199462 37.2112989706 41.1662432705 46.7347257178 46.1348077531
ASK 53.8739317936 79.2462679387 47.9549722795 50.9220331292 47.7037605709 21.1087628751
I_960184 77.7104132043 66.1506287389 44.8164602591 112.97269259 74.3278145295 76.0113272025
I_1002505 89.8754288094 75.83547793 95.0637678456 56.4786959352 79.0802722521 85.4044782042
HSD-3.1 68.8324801152 62.0437943657 92.9870763011 127.82342228 102.74073993 100.848363776
FLJ20364 37.1526869504 55.6082943981 32.3502910709 61.2828454364 42.3606106563 29.5908403847
RARB 40.1613889295 16.2002742228 30.158658855 56.926366013 55.2418626329 30.2291643079
RBM8A 118.993146185 166.320321723 137.746689255 108.071710502 108.307511252 86.3808631093
DOCK1 83.3309452926 60.7571509048 33.6615736237 36.7672900482 39.2590420362 29.0559903961
RAD21 64.1727982804 38.2686676348 35.3096535281 79.4756988767 62.8669398751 36.3709354226
SCAP2 86.3666659605 86.6854438676 67.3633498615 49.848954711 81.3802214862 64.9774551699
MGC13523 73.8952594365 140.09055776 134.028171788 189.907413406 99.5123263524 111.168116487
SBP2 80.9030356669 102.798702051 88.9313441812 143.734909725 127.816615909 81.0537773301
MGC2574 169.738651967 158.230707196 170.286183157 92.7120072285 137.031276352 105.376920821
EHHADH 48.7756820205 111.127708493 209.150915501 67.8274569935 132.704299915 202.310740311
TST 112.45750465 162.511139094 174.062269502 140.252436412 163.149827494 157.493582793
ACN 115.831203985 77.0519030292 91.8673472935 111.003987255 117.795720154 92.5713869246
FLJ23151 54.2637698456 62.5933605173 69.1416957364 106.810951317 112.423816917 77.4869123056
MGC16824 128.057445734 110.761317984 108.106147886 63.3270201865 125.060108845 130.218413064
RAMP 85.6798924943 41.1476903071 44.9602108345 85.7970063589 76.4493567597 35.451764599
BDNF 63.6425902241 52.5482315543 51.5946195212 93.5031022691 77.0879959497 69.8462834315
LOC51290 62.9603873129 85.6862835588 50.434675349 76.6366357439 58.639428169 44.8326861453
TSFM 82.8678175374 112.528885557 88.6148014916 123.92984108 90.3264779632 81.7152519453
FLJ12542 81.5977510426 101.710257456 95.5737586502 149.698133565 137.864631029 118.557451742
DKFZp762K2015 64.5470505135 45.8914525 58.4520122712 104.243246406 88.4932768634 75.794135308
LAMB3 136.118077663 101.213060925 122.762675545 197.700769171 119.66114667 109.001297253
PMS2 106.718316422 99.7235954479 115.026453279 154.263899813 104.115754163 130.432607843
HYOU1 185.67592789 135.436628972 232.963174526 144.931529619 119.682119015 123.305537854
I_1000487 88.1171011144 100.946555161 90.5194418516 56.7232872997 101.513187079 84.0994862831
I_1109377 105.346881074 41.2256331474 67.3092543621 82.3776456078 119.394133195 89.2988811096
COQ7 86.3989939187 137.27534233 139.40831865 115.688145511 83.2306876606 67.2568138521
OGG1 114.569899955 133.655973821 87.9347494214 79.4521437222 87.2175021912 62.2767669897
OASIS 126.779381337 73.3437728391 99.8469261363 99.2676419886 162.939808191 155.518459888
DKFZp564K142 73.6680730307 108.746597188 124.053084727 86.0818453728 79.077837385 86.0389897989
FLJ23577 49.8874130727 111.577939452 179.3316418 67.1294671515 116.965287586 182.438012182
SNAI1 291.139033504 168.343183711 110.096912249 108.102348451 111.62100089 106.625202095
FLJ20489 180.847530386 119.86425995 121.073733617 136.308946681 282.369852294 232.737032045
SART2 103.821538798 84.7373976364 84.9851870507 123.792444727 97.7019519739 79.8776274413
RPS6KB1 71.8725306139 88.9760630693 76.3071177141 107.971248915 88.3107448068 68.404994522
TRRAP 105.247981295 48.7735331513 47.3383156696 70.1794196739 62.4207273804 55.155140139
AD24 70.7779385928 47.6722150596 48.1046980853 100.115297075 100.567870748 66.9159444383
I_1100079 89.374924056 82.406366005 71.9375433134 115.940316896 105.957614959 100.130301944
ILVBL 115.314152281 113.127747349 155.97510331 141.219590065 106.51668168 82.6084790158
RPL10A 118.180599216 123.515431813 110.830158489 92.9364871864 72.929306582 68.9019114366
FLJ21945 56.3617721389 208.155379572 130.553122529 139.808506923 88.9781811478 94.0548821214
HPCL2 76.1504659804 79.7228828852 38.4243915728 95.4635745522 93.0004483821 70.3445410304
MT4 109.476868709 157.844227499 96.2351723195 65.0319843878 90.1408357923 96.1095168411
I_1110277 126.631914249 137.145249945 183.992599275 89.4161149779 100.116271866 95.7768755763
DKFZP566C243 118.136953539 131.905669676 196.289847271 190.601938352 178.639443379 199.538052649
MT-ACT48 87.8857642844 88.23254053 47.6533814337 81.6166415867 89.4800183892 85.2657528607
DECR2 108.353020482 159.018828632 174.820922821 177.779929374 156.088719737 126.817638196
BTN3A2 104.046316431 103.70208904 108.356298246 167.265421004 98.7346078453 106.332151245
KIAA0171 88.7785413999 64.7540098665 52.9116405507 93.4282315269 87.0334193035 75.8064574827
MYNN 44.2978252438 102.658500868 79.9726850105 134.162327345 106.184938376 75.155894984
FLJ20432 69.9008881746 213.197874491 145.120517938 142.472898813 129.757335233 102.597085746
RAD23B 91.3515097928 61.7422492101 39.1938256988 72.7566059069 71.9758699792 53.2878006494
MAB21L1 75.2750803488 155.248981632 152.055726178 122.081416682 108.181408251 137.191208638
SGNE1 90.0876888089 162.981279855 94.4419944369 120.205615895 130.551222381 142.217358355
Cab45 79.0671852776 110.091187217 132.650837486 142.510944296 105.991616348 85.0019806316
I_1000566 57.8662948446 110.849394446 166.061500457 70.5685177272 115.048227362 164.24506407
APLP2 54.9497938167 101.434655057 99.8522053014 106.028174199 81.8438458974 55.6272341102
I_1100479 102.421100157 151.434460807 134.322894398 106.507814783 99.781975261 81.4225005733
KNTC1 62.7021954743 68.9712683675 43.5183903936 62.1910117564 48.6149638937 47.1920055153
PKLR 205.595171991 108.686273791 144.111133083 68.7225317165 135.797296764 143.442803284
I_965114 73.2241689706 97.7371383782 68.0864631328 50.8853213516 61.3987175883 37.5882729445
