gene	domain
PPP1R12A	pfam15898
PPP1R12A	pfam12796
PPP1R12A	pfam13637
PPP1R12A	pfam15898
PPP1R12A	pfam12796
PPP1R12A	pfam13637
PPP1R12A	pfam15898
PPP1R12A	pfam12796
PPP1R12A	pfam13637
PPP1R12A	pfam15898
PPP1R12A	pfam12796
PPP1R12A	pfam13637
PPP1R12A	pfam15898
PPP1R12A	pfam12796
PPP1R12A	pfam13637
PPP1R12A	pfam15898
PPP1R12A	pfam12796
PPP1R12A	pfam13637
PPP1R12A	pfam15898
PPP1R12A	pfam12796
PPP1R12A	pfam13637
PPP1R12A	pfam15898
PPP1R12A	pfam12796
PPP1R12A	pfam13637
PPP1R12A	pfam15898
PPP1R12A	pfam12796
PPP1R12A	pfam13637
PPP1R12A	pfam15898
PPP1R12A	pfam12796
PPP1R12A	pfam13637
PPP1R12A	pfam15898
PPP1R12A	pfam12796
PPP1R12A	pfam13637
PPP1R12A	pfam15898
PPP1R12A	pfam12796
PPP1R12A	pfam13637
PPP1R12A	pfam15898
PPP2R3A	pfam13499
PPP2R3A	pfam13499
PPP2R3A	pfam13499
PPP2R3A	pfam13499
PPP2R3A	pfam13499
PPP2R5E	pfam01603
PPP2R5E	pfam01603
PPP2R5E	pfam01603
PPP2R5E	pfam01603
PPP2R5E	pfam01603
PRC1	pfam03999
PRC1	pfam08418
PRC1	pfam03999
PRC1	pfam08418
PRC1	pfam03999
PRC1	pfam08418
PRC1	pfam03999
PRC1	pfam08418
PRC1	pfam13094
PRC1	pfam03999
PRC1	pfam03999
PRC1	pfam08418
PRC1	pfam03999
PRC1	pfam08418
PRC1	pfam03999
PRC1	pfam08418
PRC1	pfam03999
PRC1	pfam08418
PRC1	pfam03999
PRC1	pfam08418
PRC1	pfam03999
PRC1	pfam08418
PRC1	pfam03999
PRC1	pfam08418
PRC1	pfam13094
PRDM10	pfam00096
PRDM10	pfam00856
PRDM10	pfam16638
PRDM10	pfam00096
PRDM10	pfam00856
PRDM10	pfam16638
PRDM10	pfam00096
PRDM10	pfam00856
PRDM10	pfam16638
PRDM10	pfam00096
PRDM10	pfam00856
PRDM10	pfam16638
PRDM10	pfam00096
PRDM10	pfam00856
PRDM10	pfam16638
PRDM10	pfam00096
PRDM10	pfam00856
PRDM10	pfam16638
PRKAB1	pfam16561
PRKAB1	pfam16561
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam10243
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam10243
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam11068
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCBP1	pfam01753
PRKCBP1	pfam07798
PRKCBP1	pfam12064
PRKCI	pfam00130
PRKDC	pfam02259
PRKDC	pfam02260
PRKDC	pfam08163
PRKDC	pfam02259
PRKDC	pfam02260
PRKDC	pfam08163
PRKWNK1	pfam12202
PRKWNK1	pfam12202
PRKWNK1	pfam12202
PRKWNK1	pfam12202
PRKWNK1	pfam12202
PRKWNK1	pfam12202
PRKWNK1	pfam12202
PRKWNK1	pfam12202
PRKWNK1	pfam12202
PRKWNK1	pfam12202
PRKWNK1	pfam12202
PRKWNK1	pfam12202
PRKWNK1	pfam12202
PRKWNK1	pfam12202
PRKWNK1	pfam12202
PRKWNK1	pfam12202
PRKWNK1	pfam12202
PRKWNK1	pfam12202
PRKWNK1	pfam12202
PRO0659	pfam15549
PRO0659	pfam15549
PRO0659	pfam15549
PRO0659	pfam15549
PRO0659	pfam15549
PRO0659	pfam15549
PRO0659	pfam15549
PRO0659	pfam15549
PRO0659	pfam15549
PRO0659	pfam15549
PRO0659	pfam15549
PRO0659	pfam15549
PRO0659	pfam15549
PRO0659	pfam15549
PRO0659	pfam15549
PRO0659	pfam15549
PRO0659	pfam15549
PRO0659	pfam15549
PROL2	pfam15365
PROS1	pfam00054
PROS1	pfam02210
PROS1	pfam06247
PROS1	pfam07645
PROS1	pfam14670
PROS1	pfam00054
PROS1	pfam02210
PROS1	pfam06247
PROS1	pfam07645
PROS1	pfam14670
PRPS2	pfam13793
PRPS2	pfam13793
PRSS11	pfam13365
PRSS7	pfam00431
PRSS7	pfam00431
PRSS7	pfam00431
PRSS7	pfam00431
PRSS7	pfam00431
PRSS7	pfam00431
PRSS7	pfam00431
PSMD1	pfam01851
PSMD1	pfam01851
PTD004	pfam06071
PTD004	pfam06071
PTD004	pfam06071
PTK2	pfam03623
PTK2	pfam07714
PTK2	pfam03623
PTK2	pfam07714
PTK2	pfam03623
PTK2	pfam07714
PTK2	pfam03623
PTK2	pfam07714
PTK2	pfam03623
PTK2	pfam07714
PTK2	pfam03623
PTK2	pfam07714
PTK2	pfam03623
PTK2	pfam07714
PTK2	pfam03623
PTK2	pfam07714
PTK2	pfam03623
PTK2	pfam07714
PTK2	pfam03623
PTK2	pfam07714
PTK2	pfam03623
PTK2	pfam07714
PTK2	pfam03623
PTK2	pfam07714
PTK2	pfam03623
PTK2	pfam07714
PTPN12	pfam00102
PTPN12	pfam00102
PTPN12	pfam00102
PTPN12	pfam00102
PTPNS1	pfam07686
PTPNS1	pfam07686
PTPNS1	pfam07686
PTPNS1	pfam07686
PTPNS1	pfam07686
PTPNS1	pfam07686
PTPNS1	pfam07686
PTPRK	pfam00041
PTPRK	pfam00102
PTPRK	pfam00041
PTPRK	pfam00102
PTPRK	pfam00041
PTPRK	pfam00041
PTPRK	pfam00041
PTPRK	pfam00102
PTPRK	pfam00041
PTPRK	pfam00102
PTPRK	pfam00041
PTPRK	pfam00102
PTPRK	pfam00041
PTPRK	pfam00102
PTPRK	pfam00041
PTPRK	pfam00102
PTPRK	pfam00041
PTPRK	pfam00102
PTPRK	pfam00041
PTPRK	pfam00102
PTPRK	pfam00041
PTPRK	pfam00102
PTPRK	pfam00041
PTPRK	pfam00041
PTPRM	pfam00047
PTPRM	pfam00047
PTPRM	pfam00047
PTPRM	pfam00047
PTPRM	pfam00047
PTPRM	pfam00047
PTPRM	pfam00047
PTPRM	pfam00047
PTPRM	pfam00047
PTTG1	pfam04856
PTTG1	pfam04856
PTTG1	pfam04856
PTTG2	pfam04856
PXMP2	pfam04117
R3HDM	pfam12752
R3HDM	pfam12752
R3HDM	pfam12752
R3HDM	pfam12752
R3HDM	pfam12752
R3HDM	pfam12752
R3HDM	pfam12752
R3HDM	pfam12752
R3HDM	pfam12752
R3HDM	pfam12752
R3HDM	pfam12752
R3HDM	pfam12752
R3HDM	pfam12752
R3HDM	pfam12752
R3HDM	pfam12752
R3HDM	pfam12752
R3HDM	pfam12752
R3HDM	pfam12752
R3HDM	pfam12752
R3HDM	pfam12752
R3HDM	pfam12752
R3HDM	pfam12752
R3HDM	pfam12752
R3HDM	pfam12752
R3HDM	pfam12752
R3HDM	pfam12752
R3HDM	pfam12752
R3HDM	pfam12752
RAB31	pfam00071
RAB3GAP	pfam13890
RAB3GAP	pfam15810
RAB3GAP	pfam13890
RAB3GAP	pfam13890
RAB3GAP	pfam13890
RAB5EP	pfam03528
RAB5EP	pfam09311
RAB5EP	pfam03528
RAB5EP	pfam09311
RAB5EP	pfam03528
RAB5EP	pfam09311
RAB5EP	pfam03528
RAB5EP	pfam09311
RAB6KIFL	pfam00225
RAD21	pfam04824
RAD21	pfam04825
RAD23B	pfam09280
RAD23B	pfam12238
RAD23B	pfam09280
RAD23B	pfam12238
RAD23B	pfam09280
RAD23B	pfam12238
RAD50	pfam04423
RAD54B	pfam00176
RAD54B	pfam00271
RAD54B	pfam00176
RAD54B	pfam00271
RAD54L	pfam00176
RAD54L	pfam00176
RAD54L	pfam00176
RAD54L	pfam00176
RAD54L	pfam00176
RAD54L	pfam00176
RAD54L	pfam00176
RAD54L	pfam00176
RAD54L	pfam00176
RAD54L	pfam00176
RAI14	pfam12796
RAI14	pfam13637
RAI14	pfam12796
RAI14	pfam13637
RAI14	pfam12796
RAI14	pfam13637
RAI14	pfam12796
RAI14	pfam13637
RAI14	pfam12796
RAI14	pfam13637
RAI14	pfam12796
RAI14	pfam13637
RAI14	pfam09728
RAI14	pfam12796
RAI14	pfam12796
RAI14	pfam13637
RAI14	pfam12796
RAI14	pfam13637
RAI14	pfam12796
RAI14	pfam13637
RAI14	pfam12796
RAI14	pfam13637
RAI14	pfam12796
RAI14	pfam13637
RAI14	pfam12796
RAI14	pfam13637
RAI14	pfam12796
RAI14	pfam13637
RAI14	pfam09728
RAI14	pfam12796
RAI14	pfam12796
RAI14	pfam13637
RAINB1	pfam11235
RAINB1	pfam13401
RAINB1	pfam15898
RAINB1	pfam13401
RAINB1	pfam15898
RAINB1	pfam13401
RAINB1	pfam15898
RAINB1	pfam11235
RAINB1	pfam13401
RAINB1	pfam15898
RAINB1	pfam11235
RAINB1	pfam13401
RAINB1	pfam15898
RAINB1	pfam11235
RAINB1	pfam13401
RAINB1	pfam15898
RAINB1	pfam13401
RAINB1	pfam15898
RAINB1	pfam13401
RAINB1	pfam15898
RAINB1	pfam13401
RAINB1	pfam15898
RAINB1	pfam13401
RAINB1	pfam15898
RAINB1	pfam13401
RAINB1	pfam15898
RAINB1	pfam13401
RAINB1	pfam15898
RAINB1	pfam13401
RAINB1	pfam15898
RAINB1	pfam11235
RAINB1	pfam13401
RAINB1	pfam15898
RAINB1	pfam13401
RAINB1	pfam15898
RAINB1	pfam13401
RAINB1	pfam15898
RAINB1	pfam11235
RAINB1	pfam13401
RAINB1	pfam15898
RAINB1	pfam13401
RAINB1	pfam15898
RAINB1	pfam13401
RAINB1	pfam15898
RAINB1	pfam13401
RAINB1	pfam15898
RAINB1	pfam13401
RAINB1	pfam15898
RAINB1	pfam13401
RAINB1	pfam15898
RAINB1	pfam13401
RAINB1	pfam15898
RANBP2	pfam00641
RANBP2	pfam12185
RANBP2	pfam13414
RANBP2	pfam00641
RANBP2	pfam12185
RANBP2	pfam13414
RANBP2	pfam12185
RANBP2	pfam13414
RANBP2	pfam00641
RANBP2	pfam12185
RANBP2	pfam13414
RANBP2	pfam00641
RANBP2	pfam12185
RANBP2	pfam13414
RANBP2	pfam00641
RANBP2	pfam12185
RANBP2	pfam13414
RANBP2	pfam12185
RANBP2	pfam13414
RANBP2	pfam00641
RANBP2	pfam12185
RANBP2	pfam13414
RANBP2	pfam00641
RANBP2	pfam12185
RANBP2	pfam13414
RANBP2L1	pfam00515
RANBP2L1	pfam13414
RANBP2L1	pfam00515
RANBP2L1	pfam01465
RANBP2L1	pfam13414
RANBP2L1	pfam16704
RANBP2L1	pfam00515
RANBP2L1	pfam01465
RANBP2L1	pfam13414
RANBP2L1	pfam16704
RANBP2L1	pfam00515
RANBP2L1	pfam01465
RANBP2L1	pfam13414
RANBP2L1	pfam16704
RANBP2L1	pfam00515
RANBP2L1	pfam13414
RANBP2L1	pfam00515
RANBP2L1	pfam13414
RANBP7	pfam10607
RANBP7	pfam10607
RANBP7	pfam10607
RAP140	pfam12509
RAP140	pfam12509
RAP140	pfam12509
RAP140	pfam12509
RASA1	pfam00169
RASA1	pfam00169
RASA1	pfam00169
RB1	pfam01857
RB1	pfam01858
RB1	pfam08934
RB1	pfam11934
RB1	pfam01857
RB1	pfam01858
RB1	pfam08934
RB1	pfam11934
RBBP2	pfam02373
RBBP2	pfam02928
RBBP2	pfam08429
RBBP8	pfam08573
RBBP8	pfam10482
RBBP8	pfam08573
RBBP8	pfam10482
RBBP8	pfam10482
RBBP8	pfam08573
RBBP8	pfam10482
RBBP8	pfam08573
RBBP8	pfam10482
RBBP8	pfam08573
RBBP8	pfam10482
RBBP8	pfam10482
RBBP8	pfam08573
RBBP8	pfam10482
RBBP8	pfam08573
RBM15	pfam07744
RBM15	pfam07744
RBM5	pfam00641
RBM5	pfam01585
RBM5	pfam00641
RBM5	pfam01585
RBM5	pfam00641
RBM5	pfam01585
RBM5	pfam01585
RBM5	pfam00641
RBM5	pfam01585
RBM5	pfam01585
RBM5	pfam01585
RBM9	pfam12414
RBM9	pfam12414
RBM9	pfam12414
RBM9	pfam12414
RBM9	pfam12414
RBM9	pfam12414
RBM9	pfam12414
RBM9	pfam12414
RBM9	pfam12414
RBM9	pfam12414
RBM9	pfam12414
RBM9	pfam12414
RBM9	pfam12414
RBM9	pfam12414
RBM9	pfam12414
RBM9	pfam12414
RBM9	pfam12414
RBM9	pfam12414
RBM9	pfam12414
RBM9	pfam12414
RBM9	pfam12414
RBM9	pfam12414
RBM9	pfam12414
RBM9	pfam12414
RBM9	pfam12414
RBM9	pfam12414
RBM9	pfam12414
RBM9	pfam12414
RBMX	pfam08081
RBX1	pfam12678
REPS1	pfam05934
REPS1	pfam05934
REPS1	pfam05934
REPS1	pfam05934
REPS1	pfam05934
REPS1	pfam05934
REPS1	pfam05934
REPS1	pfam05934
REQ	pfam14051
REQ	pfam14051
REQ	pfam14051
REQ	pfam14051
REV3L	pfam00136
REV3L	pfam14260
REV3L	pfam15735
REV3L	pfam00136
REV3L	pfam14260
REV3L	pfam15735
REV3L	pfam00136
REV3L	pfam14260
REV3L	pfam15735
REV3L	pfam00136
REV3L	pfam14260
REV3L	pfam15735
REV3L	pfam00136
REV3L	pfam14260
REV3L	pfam15735
REV3L	pfam00136
REV3L	pfam14260
REV3L	pfam15735
REV3L	pfam00136
REV3L	pfam14260
REV3L	pfam15735
REV3L	pfam00136
REV3L	pfam14260
REV3L	pfam15735
REV3L	pfam15735
RFC1	pfam01770
RFC1	pfam01770
RFC1	pfam01770
RFC1	pfam01770
RFC1	pfam01770
RFC1	pfam01770
RFC1	pfam01770
RFC1	pfam01770
RFC1	pfam01770
RFC1	pfam01770
RFC1	pfam01770
RFC1	pfam01770
RFC1	pfam01770
RFC1	pfam01770
RFC1	pfam01770
RFC1	pfam01770
RFC3	pfam08542
RFC3	pfam08542
RFC3	pfam13177
RFC3	pfam08542
RFC3	pfam13177
RFC3	pfam08542
RFC3	pfam13177
RFC3	pfam08542
RFC3	pfam13177
RFC3	pfam08542
RFC3	pfam13177
RFC3	pfam08542
RFC3	pfam13177
RFC3	pfam08542
RFC3	pfam13177
RFC4	pfam08542
RFC4	pfam16193
RFC4	pfam08542
RFC4	pfam16193
RFC5	pfam08542
RFC5	pfam16193
RFC5	pfam08542
RFC5	pfam16193
RFC5	pfam08542
RFC5	pfam16193
RFC5	pfam08542
RFC5	pfam16193
RFC5	pfam08542
RFC5	pfam16193
RFC5	pfam08542
RFC5	pfam16193
RILP	pfam11461
RILP	pfam11461
RNASE3L	pfam08648
RNASE3L	pfam12871
RNASE3L	pfam15502
RNASE3L	pfam08648
RNASE3L	pfam12871
RNASE3L	pfam08648
RNASE3L	pfam12871
RNASE3L	pfam08648
RNASE3L	pfam12871
RNASE3L	pfam08648
RNASE3L	pfam12871
RNASE3L	pfam08648
RNASE3L	pfam12871
RNASE3L	pfam08648
RNASE3L	pfam12871
RNGTT	pfam03919
RNGTT	pfam03919
RNGTT	pfam03919
RNPC2	pfam15519
RNPC2	pfam15519
RNPC2	pfam15519
RNPC2	pfam15519
RNPC2	pfam15519
RNPC2	pfam15519
RNPC2	pfam15519
RNPC2	pfam15519
RNPC2	pfam15519
RNPC2	pfam15519
RNPC2	pfam15519
RNPC2	pfam15519
RNPC2	pfam15519
RNPC2	pfam15519
RNPC2	pfam15519
RNPC2	pfam15519
RNPC2	pfam15519
RNUT1	pfam11538
RNUT1	pfam11538
RNUT1	pfam11538
RPA2	pfam08784
RPA2	pfam08784
RPA2	pfam08784
RPL28	pfam01778
RPL28	pfam01778
RPL28	pfam01778
RPL28	pfam01778
RPL28	pfam01778
RPP40	pfam08584
RPP40	pfam08584
RPP40	pfam08584
RPP40	pfam08584
RRM1	pfam03477
RRM1	pfam02867
RRM1	pfam02867
RRM1	pfam02867
RRP40	pfam15985
RRS1	pfam04939
RSN	pfam01302
RSN	pfam07851
RSN	pfam10174
RSN	pfam16641
RSN	pfam01302
RSN	pfam07851
RSN	pfam16641
RSN	pfam01302
RSN	pfam07851
RSN	pfam16641
RSN	pfam01302
RSN	pfam07851
RSN	pfam16641
RSN	pfam01302
RSN	pfam07851
RSN	pfam16641
RSN	pfam01302
RSN	pfam07851
RSN	pfam10174
RSN	pfam16641
RSN	pfam01302
RSN	pfam07851
RSN	pfam16641
RSU1	pfam12799
RSU1	pfam13855
RSU1	pfam13855
RSU1	pfam12799
RSU1	pfam13855
RTN4	pfam02453
RTN4	pfam02453
RTN4	pfam02453
RTN4	pfam02453
RTN4	pfam02453
RTN4	pfam02453
RTN4	pfam02453
RTN4	pfam02453
RTN4	pfam02453
RTN4	pfam02453
RTN4	pfam02453
RTN4	pfam02453
RTN4	pfam02453
RTN4	pfam02453
RYK	pfam07714
RYK	pfam07714
S100A11	pfam13499
SAE1	pfam00899
SAE1	pfam00899
SAE1	pfam00899
SAE1	pfam00899
SAE1	pfam00899
SAE1	pfam00899
SALL1	pfam00096
SALL1	pfam13465
SALL1	pfam00096
SALL1	pfam13465
SALL1	pfam00096
SALL1	pfam13465
SALL1	pfam00096
SALL1	pfam13465
SAP30	pfam13866
SAP30	pfam13867
SARS	pfam02403
SARS	pfam02403
SAT	pfam00583
SCAMP3	pfam04144
SCAMP3	pfam04144
SCAMP3	pfam04144
SCAMP3	pfam04144
SCAP2	pfam00169
SCAP2	pfam00169
SCAP2	pfam00169
SCHIP1	pfam10148
SCHIP1	pfam10148
SCHIP1	pfam10148
SCHIP1	pfam10148
SCML1	pfam15273
SCML1	pfam15273
SCML1	pfam15273
SCML1	pfam15273
SCML1	pfam15273
SDCCAG16	pfam04615
SDCCAG16	pfam04615
SDCCAG16	pfam04615
SDCCAG16	pfam04615
SEC24B	pfam00626
SEC24B	pfam04810
SEC24B	pfam04815
SEC24B	pfam08033
SEC24B	pfam00626
SEC24B	pfam04810
SEC24B	pfam04815
SEC24B	pfam08033
SEC24B	pfam00626
SEC24B	pfam04810
SEC24B	pfam04815
SEC24B	pfam08033
SEC24B	pfam00626
SEC24B	pfam04810
SEC24B	pfam04815
SEC24B	pfam08033
SEC24B	pfam00626
SEC24B	pfam04810
SEC24B	pfam04815
SEC24B	pfam08033
SEC24B	pfam00626
SEC24B	pfam04810
SEC24B	pfam04815
SEC24B	pfam08033
SEC24B	pfam00626
SEC24B	pfam04810
SEC24B	pfam04815
SEC24B	pfam08033
SEC24B	pfam00626
SEC24B	pfam04810
SEC24B	pfam04815
SEC24B	pfam08033
SEC24B	pfam00626
SEC24B	pfam04810
SEC24B	pfam04815
SEC24B	pfam08033
SEC24B	pfam00626
SEC24B	pfam04810
SEC24B	pfam04815
SEC24B	pfam08033
SEC24B	pfam00626
SEC24B	pfam04810
SEC24B	pfam04815
SEC24B	pfam08033
SEC24B	pfam00626
SEC24B	pfam04810
SEC24B	pfam04815
SEC24B	pfam08033
SEC24D	pfam00626
SEC24D	pfam04810
SEC24D	pfam04815
SEC24D	pfam05349
SEC24D	pfam05350
SEC24D	pfam08033
SEC24D	pfam00626
SEC24D	pfam04810
SEC24D	pfam04815
SEC24D	pfam05350
SEC24D	pfam08033
SEC24D	pfam00626
SEC24D	pfam04815
SEC24D	pfam08033
SEC24D	pfam00626
SEC24D	pfam04810
SEC24D	pfam04815
SEC24D	pfam05349
SEC24D	pfam05350
SEC24D	pfam08033
SEC8	pfam04048
SEC8	pfam04048
SEC8	pfam04048
SEI1	pfam06031
SELM	pfam08806
SEMA5A	pfam01437
SEMA5A	pfam01437
SEMA5A	pfam01437
SEMA5A	pfam01437
SEMA5A	pfam01437
SEMA5A	pfam01437
SEMA5A	pfam01437
SEMA5A	pfam01437
SF3B1	pfam08920
SF3B3	pfam03178
SF3B3	pfam10433
SGCE	pfam05510
SGCE	pfam05510
SGCE	pfam13900
SGCE	pfam05510
SGCE	pfam05510
SGCE	pfam05510
SGCE	pfam05510
SGCE	pfam05510
SGCE	pfam05510
SGCE	pfam05510
SGCE	pfam05510
SGCE	pfam05510
SGCE	pfam05510
SGCE	pfam05510
SGCE	pfam05510
SGCE	pfam05510
SHOC2	pfam13855
SHOC2	pfam13855
SHOC2	pfam13855
SHOC2	pfam13855
SHOC2	pfam13855
SHOC2	pfam13855
SHOC2	pfam13855
SHOX2	pfam00046
SHOX2	pfam03826
SHOX2	pfam00046
SHOX2	pfam03826
SHOX2	pfam00046
SHOX2	pfam03826
SHOX2	pfam00046
SHOX2	pfam03826
SHOX2	pfam00046
SHOX2	pfam03826
SHOX2	pfam00046
SHOX2	pfam03826
SKIL	pfam02437
SKIL	pfam02437
SKIL	pfam02437
SKIL	pfam02437
SKIL	pfam02437
SKIL	pfam02437
SLBP	pfam15247
SLBP	pfam15247
SLBP	pfam15247
SLBP	pfam16214
SLC16A2	pfam07600
SLC1A1	pfam00375
SLC1A1	pfam00375
SLC1A1	pfam00375
SLC1A1	pfam00375
SLC1A1	pfam00375
SLC20A1	pfam01384
SLC20A1	pfam01384
SLC20A1	pfam01384
SLC22A1L	pfam07690
SLC22A1L	pfam07690
SLC22A1L	pfam07690
SLC25A13	pfam00153
SLC25A13	pfam13499
SLC25A13	pfam00153
SLC25A13	pfam13499
SLC25A13	pfam00153
SLC25A13	pfam00153
SLC25A13	pfam00153
SLC25A13	pfam13499
SLC25A13	pfam00153
SLC25A13	pfam13499
SLC25A4	pfam00153
SLC2A1	pfam00083
SLC30A1	pfam01545
SLC35A1	pfam04142
SLC35A1	pfam04142
SMARCA5	pfam00176
SMARCA5	pfam00271
SMARCA5	pfam09110
SMARCA5	pfam09111
SMARCC1	pfam04433
SMARCC1	pfam16495
SMARCC1	pfam16496
SMARCC1	pfam16498
SMARCC1	pfam04433
SMARCC1	pfam16495
SMARCC1	pfam16496
SMARCC1	pfam16498
SMC2L1	pfam06673
SMC2L1	pfam13863
SMC2L1	pfam15456
SMC2L1	pfam06673
SMC2L1	pfam13863
SMC2L1	pfam15456
SMC2L1	pfam06673
SMC2L1	pfam13863
SMC2L1	pfam15456
SMC2L1	pfam06673
SMC2L1	pfam13863
SMC2L1	pfam15456
SMC2L1	pfam06673
SMC2L1	pfam13863
SMC2L1	pfam15456
SMC2L1	pfam06673
SMC2L1	pfam13863
SMC2L1	pfam06673
SMC2L1	pfam13863
SMC2L1	pfam15456
SMC2L1	pfam06673
SMC2L1	pfam13863
SMC2L1	pfam06673
SMC2L1	pfam13863
SMC2L1	pfam06673
SMC2L1	pfam13863
SMC2L1	pfam06673
SMC2L1	pfam13863
SMC2L1	pfam06673
SMC2L1	pfam13863
SMC2L1	pfam06673
SMC2L1	pfam13863
SMC2L1	pfam15456
SMC2L1	pfam06673
SMC2L1	pfam13863
SMC2L1	pfam06673
SMC2L1	pfam13863
SMC2L1	pfam06673
SMC2L1	pfam13863
SMC2L1	pfam15456
SMC2L1	pfam06673
SMC2L1	pfam13863
SMC2L1	pfam15456
SMC2L1	pfam06673
SMC2L1	pfam13863
SMC2L1	pfam15456
SNAI1	pfam00096
SNAI1	pfam13465
SNX4	pfam11221
SOX9	pfam12444
SP192	pfam15337
SPAG4	pfam07738
SPAG4	pfam07738
SPAG4	pfam07738
SPAG4	pfam07738
SPHK1	pfam00781
SPHK1	pfam00781
SPHK1	pfam00781
SPHK1	pfam00781
SPHK1	pfam00781
Spir-1	pfam16474
Spir-1	pfam16474
Spir-1	pfam16474
Spir-1	pfam16474
Spir-1	pfam16474
SPOCK	pfam07648
SPOCK	pfam10591
SPR	pfam00001
SPR	pfam00001
SPRY2	pfam05210
SPRY2	pfam05210
SPRY2	pfam05210
SPRY2	pfam05210
SPTBN1	pfam00169
SPTBN1	pfam00435
SPTBN1	pfam00435
SPTBN1	pfam00169
SPTBN1	pfam00435
SPTBN1	pfam00169
SPTBN1	pfam00435
SPTBN1	pfam00169
SPTBN1	pfam00435
SPTBN1	pfam00169
SPTBN1	pfam00435
SPTBN1	pfam00169
SPTBN1	pfam00435
SPTBN1	pfam00169
SPTBN1	pfam00435
SREBF1	pfam17040
SREBF1	pfam17040
SREBF1	pfam17040
SREBF1	pfam17040
SRP19	pfam01922
SRP19	pfam01922
SRP19	pfam01922
SRP19	pfam01922
SRP9	pfam05486
SRP9	pfam05486
SRPX	pfam02494
SRPX	pfam13778
SRPX	pfam02494
SRPX	pfam13778
SRPX	pfam02494
SRPX	pfam13778
SRPX	pfam02494
SRPX	pfam13778
SS-56	pfam15227
SS18L2	pfam05030
SS18L2	pfam05030
SS18L2	pfam05030
SSFA2	pfam14722
SSFA2	pfam14723
SSFA2	pfam14722
SSFA2	pfam14723
SSFA2	pfam14722
SSFA2	pfam14723
SSFA2	pfam14722
SSFA2	pfam14723
SSFA2	pfam14722
SSFA2	pfam14723
SSFA2	pfam14722
SSFA2	pfam14723
SSFA2	pfam14722
SSFA2	pfam14723
SSFA2	pfam14723
SSFA2	pfam14723
SSH3BP1	pfam07815
SSH3BP1	pfam07815
SSH3BP1	pfam07815
SSH3BP1	pfam07815
SSH3BP1	pfam07815
SSH3BP1	pfam07815
SSH3BP1	pfam07815
SSH3BP1	pfam07815
SSH3BP1	pfam07815
SSH3BP1	pfam07815
